,GDX,GDX,GDX,GDX,GDX,GDX,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,IBB,IBB,IBB,IBB,IBB,IBB,ITB,ITB,ITB,ITB,ITB,ITB,IYE,IYE,IYE,IYE,IYE,IYE,IYR,IYR,IYR,IYR,IYR,IYR,KBE,KBE,KBE,KBE,KBE,KBE,KRE,KRE,KRE,KRE,KRE,KRE,OIH,OIH,OIH,OIH,OIH,OIH,SMH,SMH,SMH,SMH,SMH,SMH,VNQ,VNQ,VNQ,VNQ,VNQ,VNQ,XHB,XHB,XHB,XHB,XHB,XHB,XLB,XLB,XLB,XLB,XLB,XLB,XLE,XLE,XLE,XLE,XLE,XLE,XLF,XLF,XLF,XLF,XLF,XLF,XLI,XLI,XLI,XLI,XLI,XLI,XLK,XLK,XLK,XLK,XLK,XLK,XLP,XLP,XLP,XLP,XLP,XLP,XLU,XLU,XLU,XLU,XLU,XLU,XLV,XLV,XLV,XLV,XLV,XLV,XLY,XLY,XLY,XLY,XLY,XLY,XME,XME,XME,XME,XME,XME,XOP,XOP,XOP,XOP,XOP,XOP,XRT,XRT,XRT,XRT,XRT,XRT,XTL,XTL,XTL,XTL,XTL,XTL
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,,128.09216686360062,,,,,,88.0542550988572,,,,,,44.36744987487021,,,,,,-60.968077969116244,,,,,,123.22392874990014,,,,,,85.6049729502739,,,,,,-89.74549693024333,,,,,,-84.30627567300715,,,,,,-28.551348873079668,,,,,,37.78246979671671,,,,,,83.79876498639753,,,,,,-40.95581780557382,,,,,,34.97913093935058,,,,,,127.8251777060781,,,,,,21.545773376645187,,,,,,-148.54332126048203,,,,,,66.79088132913347,,,,,,164.39000028781285,,,,,,93.79175801869283,,,,,,-45.34112192609879,,,,,,134.1852769949182,,,,,,68.97996479325418,,,,,,123.08453835570725,,,,,,139.54877924132057,,,,,,106.16206299633745,,,,
2017-07-28,0.4098819884178003,147.0316752891187,,,,72.29297787968044,0.6637748951334201,139.23264701921582,,,,64.36364980383729,1.6207531295831126,19.077815850767916,,,,67.56364596602178,0.4427772914899347,-171.67051782324893,,,,38.127009182587166,0.38816924438598377,142.14846389893248,,,,69.03208996430256,0.6027500392549844,87.87634405939988,,,,78.14507937372787,0.5513204593603866,-160.45752210057358,,,,35.843574551758195,0.7187622019582486,-174.43483720876927,,,,36.32470545872748,12.760783662331347,6.356619835130469,,,,57.71028786753979,1.020094207562103,-33.58276431926001,,,,63.86866135459739,0.6776260761572743,85.78094017643257,,,,78.32069189204731,0.3725500356236959,-107.06756500246125,,,,43.86608987910023,0.4331621479379158,-20.0996008521488,,,,57.795818795563505,0.6693025345493692,149.39110870126856,,,,71.9296360874121,0.21779360539777542,-7.529335188449329,,,,46.15406160813279,0.4339399657974618,-113.3277470143279,,,,40.65034992336144,0.4570695044090079,47.10854551133094,,,,84.40691501404382,0.3595066929313871,81.1266912382737,,,,71.37823741478852,0.3577256976593602,83.1988474490172,,,,71.08756188118794,0.6041147610537061,-42.76136903699485,,,,59.48819511365569,0.6057480047034411,61.093239852671765,,,,70.66097279384608,0.608393825547294,-20.310426824981214,,,,61.00629993660638,3.0302488793768134,133.24462526139226,,,,67.55642301103384,0.5527103212035617,129.65006628194263,,,,77.5159325500011,0.5644627625396959,48.593186688021916,,,,63.368789935964884
2017-07-31,0.40044878297992986,134.67486357527014,,,,71.07412217231833,0.6498588718995666,153.3756227791891,,,,64.11256134707475,1.593077032347079,-0.6286303745951484,,,,62.15999304374697,0.4382594241214896,-157.96656814713262,,,,36.801509296725825,0.3830715319053283,120.14836274748494,,,,69.66441085281377,0.6042073320355144,64.34388394849681,,,,77.96046707426304,0.5436616025263776,-77.75168905047074,,,,40.65589167770893,0.7105225079949632,-83.17160729584445,,,,41.320745355074834,12.682655540984339,-82.72275923724281,,,,55.34300709336745,1.03935471753739,-89.2713866052037,,,,59.86832620500745,0.6754258618755321,70.1564204703759,,,,78.81093872497728,0.369820456434611,-152.03120566282792,,,,42.83704300434951,0.4435371456146254,-138.72745213563633,,,,51.53025503122143,0.6600445065891245,130.50210663524578,,,,72.78664783974399,0.2196861480684799,101.4878219289902,,,,52.58177429402097,0.43296109026608587,-76.0719306542389,,,,39.10928022887117,0.462118295919444,26.374963607507762,,,,76.57950159714794,0.35005550119237755,85.8570205492774,,,,70.83900532793568,0.3588969573116101,94.99721987124367,,,,72.5014700691823,0.583265783359091,-23.81497178741669,,,,58.547529398259044,0.6159482883436943,67.99417283522267,,,,70.19229253584113,0.5919624770927642,-14.258943372807938,,,,63.55693897203797,3.0110843881590057,51.77113498684084,,,,63.0919006340372,0.570818524743017,106.09755095430837,,,,74.75778228347792,0.5568389835171882,4.442728695771797,,,,58.46412275595615
2017-08-01,0.40195349891586263,106.89417758402224,,,,70.3081966445526,0.6458234558392777,126.93413215587871,,,,63.053130780330704,1.6166059978313305,-70.03850617930432,,,,56.266467632963554,0.44657603292645914,-12.245195779225796,,,,47.59317262884908,0.37717746670757274,103.33901602061803,,,,69.77515509691898,0.6123608130940212,129.12772250903677,,,,79.81614230339721,0.5295709447063838,13.978444050163008,,,,46.68527514566957,0.7047730485410474,7.053291845332172,,,,45.89268654549246,12.518963308425912,-133.17759547312434,,,,51.71460471153638,1.0014270892133204,-103.41171935546369,,,,61.74056293200526,0.6881910559399225,123.80083353777503,,,,80.45527218727295,0.37137986964248115,-40.45149214174015,,,,49.99515321047616,0.4415511528675035,-180.60730606501937,,,,52.06321319638323,0.6503301574548639,110.18444629671254,,,,72.6273430920851,0.21691963421691476,148.42972746282032,,,,57.98323037022164,0.4398823243441941,-109.88873436508457,,,,35.85696340930296,0.4519964509584824,35.17562688740514,,,,78.77492279816462,0.343775785150016,78.18842146676435,,,,69.15134560615843,0.3575551740034228,127.34551814866767,,,,74.72040406538429,0.5789922558901349,-53.11728572146599,,,,56.09021970534225,0.6037615815369168,68.5854451058114,,,,71.28573528349006,0.5905466287152763,-80.53154948918267,,,,56.8405217951839,2.9512020352916752,22.160730425222017,,,,59.89485073454131,0.571085382612008,95.54703277897808,,,,75.57672279388966,0.5804503251311949,50.2839543691579,,,,65.7860210323013
2017-08-02,0.3903494466043084,86.21597941544616,,,,68.71335896885446,0.6393420818174713,67.16358577454207,,,,58.98524336037549,1.6087758307798143,-89.22917306850778,,,,57.910397185697505,0.4445670173425348,70.93085879981514,,,,49.614649727386166,0.38040761850591676,39.362890457547124,,,,65.88878160525049,0.6168404890764982,38.74364611319193,,,,70.72982901286589,0.5190249599545792,39.57219864751299,,,,47.18064529737509,0.6930957427434931,6.061106715157686,,,,46.49932548822432,12.471130048572423,-127.78158392017386,,,,51.965843151587876,1.0610228049150254,-104.88745217097186,,,,58.03678694114943,0.7012308616431124,23.084606045410577,,,,68.803637701249,0.37146321802722226,16.217917559785747,,,,49.601546428134945,0.44422609798204765,-163.90467404921912,,,,52.76259304047611,0.6569527558171602,49.29780024436587,,,,68.58887541352372,0.211119409774672,130.4101115395416,,,,59.09827452140083,0.4365214543497542,-80.98431543966764,,,,43.45382964611994,0.473563108559663,98.41984077973781,,,,79.89478174176507,0.34044124817188376,23.88174448607999,,,,67.98849089096353,0.3727075172857807,130.22579590450079,,,,76.29937972625083,0.567808817771236,-105.9019118986426,,,,53.664700759417286,0.6141032411220264,12.44265793528847,,,,67.14124442352384,0.5753898372226335,-134.33496689470454,,,,56.10381337341623,3.008704720640242,-93.48000389340763,,,,52.49451239156967,0.5799380314062634,50.8706865369134,,,,66.74798866365978,0.6190549316001418,-6.039959980449696,,,,56.13847536436356
2017-08-03,0.3809428396506734,64.34517560858019,,,,66.80927994633868,0.6189678820919868,18.347159808309133,,,,57.315290305958364,1.5878439492517364,-97.24423836556907,,,,53.65199176187004,0.42810473721569137,72.76541335417144,,,,48.440747893840744,0.38920918185687153,-55.55161069410635,,,,54.54643722986119,0.6117276932452358,-23.521406482634635,,,,66.26947204104583,0.5073290501726454,-11.360927191086605,,,,43.54932126686391,0.6784494664569581,-48.84220993634339,,,,42.31029571222975,12.387651416141079,-97.87976467091823,,,,50.412307580257455,1.042393024919292,-145.69430058406277,,,,55.738276523251415,0.6973445944775735,-39.555222570699804,,,,66.51366065855524,0.37290555912903917,-12.462706137875843,,,,47.2015526276638,0.45445650333189597,-148.8934702742733,,,,46.74155129485628,0.6781872392820916,-37.42203290166802,,,,56.09339234512686,0.20444093008160258,94.36758036851562,,,,55.52769567398108,0.4360108796895088,-16.52842631830247,,,,50.59595559005573,0.4653167688599427,46.75339708024233,,,,76.36926361454333,0.34108984243631146,42.21580210368457,,,,66.48385496329558,0.37280865120361384,166.54168493564134,,,,78.03401427211902,0.5607039111647979,-81.2816069350026,,,,55.17263038146789,0.6047561371265893,-2.8393333960568405,,,,63.18441670826772,0.5685662930516592,-173.216455511865,,,,51.11006416258355,3.1410131617208443,-178.57808700155982,,,,42.39507006189166,0.5788914210339209,36.986801309839535,,,,65.50407406130385,0.6382223400354422,-45.35133623722548,,,,51.50376653269632
2017-08-04,0.3886309203680027,-40.12070403033668,,,,57.49495759686979,0.6403813498851186,-133.35581243223524,,,,49.1338520233259,1.5516840585232274,-105.9018327754949,,,,55.12217281009655,0.4301955650354155,182.042833080726,,,,54.26708602754704,0.3782348229444687,-51.01601323157064,,,,57.57161788751473,0.6001798014259995,6.3317837025187975,,,,68.34271560999888,0.5148669759249634,121.51638837860777,,,,49.41895783958212,0.6889353725380805,83.74545068387778,,,,48.30439026497881,11.958561387513885,-97.92000312771967,,,,50.41230758025746,1.0257665386778672,-97.95054810561327,,,,57.25748831831705,0.6854433379839302,-19.316879792115827,,,,68.38057232164607,0.37219773001493345,115.75507431194738,,,,53.2874930361526,0.4426525888867279,-108.4068660732177,,,,50.59198394307979,0.6582382671838982,-48.27358820646553,,,,57.95604856996071,0.20728747499253108,130.82121760303673,,,,60.395199906908346,0.4250963646578288,44.07957064754852,,,,53.0378902512903,0.45294766501667155,101.67734977354053,,,,77.4412853044646,0.3404437928756103,-21.34064627391943,,,,62.046777211719764,0.37836906619924543,122.98789046976184,,,,72.92485215547944,0.5632895532635901,-69.8221635196714,,,,52.619433005312345,0.5994604221732386,-69.2566989591212,,,,63.2777107131494,0.5516837028993871,-138.7726240096444,,,,52.20095912850857,3.1297226700932455,-126.69140001190169,,,,49.21967413985348,0.5706382802045773,58.004550981869095,,,,68.7921665645178,0.6400081205044508,-144.0723222195766,,,,45.62598547430166
2017-08-07,0.3772941896837332,-67.77435891122313,,,,54.8924697044865,0.6192494306582762,-140.41336750959277,,,,47.38956369116155,1.522346559336097,-79.33666093598626,,,,57.50387497025904,0.42240570905869645,182.35002405166398,,,,53.70703187928131,0.3755875293612117,-116.11083288550724,,,,51.482871213790204,0.5863650680577169,-17.188415789949595,,,,68.80153359092013,0.5034680716234124,41.826767996318516,,,,45.62400506965722,0.6733185775682039,-8.911595859336352,,,,44.72936413252718,11.911692840059157,-149.63339639105115,,,,42.620728805671064,1.056054327858989,9.587141626869085,,,,65.05822488869401,0.6684689558077755,-31.802204137913982,,,,67.08560841162493,0.36335241538464647,202.5189985096364,,,,55.6719721036102,0.42652785190923054,-72.45219229011632,,,,51.0319300678144,0.6503286848000697,-111.20823429456074,,,,52.27040585085074,0.19829767202385004,98.6747652358921,,,,58.76530216531924,0.41104587142873467,73.75608991510097,,,,53.0378902512903,0.4441546481202514,203.8361855800814,,,,80.06360999089534,0.3442122705893375,51.998216716627134,,,,68.27845583046583,0.3677410457317246,125.04528122971256,,,,74.21272777898531,0.5447005865723396,-77.94724559964055,,,,54.749247179046144,0.5796531425747551,-12.520934153893196,,,,65.26651286035259,0.5458945621250434,-78.54254667651985,,,,54.60107342371605,3.0981922256914336,-132.92028647202775,,,,45.140257159253196,0.5642983479390008,97.817604106435,,,,70.38464407051194,0.6456705151028574,-128.87936268938495,,,,48.982024655319165
2017-08-08,0.3777156376719551,-78.75347853661847,,,,55.79040997216593,0.6187676268568112,-130.67866108105608,,,,47.625176885771275,1.5290226157272968,-88.23931547462804,,,,52.23909791176627,0.4255985858034612,138.6293990903539,,,,51.60324353544844,0.3731291055974636,-116.5439614709546,,,,49.76532273136307,0.5865206293428796,-128.4513175019157,,,,61.73384029259316,0.5207982079948806,70.09290067973407,,,,47.30011398432265,0.6955794831262454,34.08817942014842,,,,45.7182222167769,11.855152029663603,-197.6835068906198,,,,37.939068947147085,1.0599701944505184,54.02726531260026,,,,62.92855705534718,0.6586302456190113,-101.72625563125298,,,,61.511861464387295,0.3646916279779641,211.58476514674157,,,,54.294461010460374,0.4309213990997039,-122.3341520216708,,,,44.86567889768682,0.6463362712312394,-106.46548612355974,,,,50.66457566279684,0.20481419267431286,94.88155842974012,,,,55.92136999721784,0.414312506485125,63.98971975279585,,,,48.54168039442725,0.4534916336169315,190.84029288586342,,,,77.83627636348709,0.3358535347761746,34.38491160471069,,,,62.6080074420781,0.3621233362826017,127.34738821191091,,,,75.81597873098026,0.5431817233350542,-91.78200960133005,,,,49.53088320530492,0.58901004397334,26.02660183064298,,,,65.74242522722244,0.5504060585570134,-85.56044999457013,,,,53.291137258709256,3.0741746063768693,-109.04269666794166,,,,44.7485985869152,0.5729737146997531,87.9013761913341,,,,66.7182509997693,0.6382495863862301,-85.20158354259313,,,,51.11938400385733
2017-08-09,0.38221266138263327,8.652209026009526,,,,61.55929900097045,0.6244727673039894,-32.14007672148978,,,,54.05078029932221,1.5111964284771207,-104.12240613122428,,,,50.582239891788205,0.4174418309874035,88.59018989324535,,,,51.97163865439819,0.3673650877265076,-102.2073905985363,,,,50.12372875263578,0.5773915760292574,-139.01183084485933,,,,59.63497426314278,0.5222980480977478,-94.65358262968346,,,,41.633231887090794,0.6997708088892944,-143.54656665689117,,,,39.612279031408285,11.828691890010314,-192.30322551683173,,,,36.33952813675334,1.0515025347643467,-11.358568826438747,,,,61.5106946520372,0.6435706368394681,-144.8781822417155,,,,57.886010865686245,0.3618411579812908,60.03039067225143,,,,50.48279490379638,0.4162800445413118,-115.37059696729251,,,,45.68741397347254,0.6364839006339144,-90.09633202033208,,,,51.30892833346383,0.20504880213302895,28.584710825029397,,,,55.92136999721784,0.40298983163554397,40.015295100772654,,,,48.9856810780439,0.4486986008524857,71.23253737178726,,,,76.97161632056338,0.32621926408532737,13.096019335851029,,,,63.98856420574515,0.3696615442492667,105.83440726590514,,,,69.86272114210914,0.5371798220184772,-100.29400459992513,,,,50.7604229925867,0.6315389392671801,-188.5713002622594,,,,56.85319087640717,0.527570071151877,-87.95383509130023,,,,51.4309603586648,3.001894341843353,-89.39557728689736,,,,45.86132054546737,0.5909582889929413,-66.37501338504829,,,,59.57844453839173,0.663385907433977,-147.93271002399132,,,,42.910532131205684
2017-08-10,0.38775684541194294,112.02550615818785,,,,67.7705916900686,0.6181491210857784,42.917380364847915,,,,58.8333818000783,1.6194781109962886,-173.68072375156973,,,,38.75040298508733,0.4376720230785655,-66.6687358400268,,,,40.13075518653179,0.37361729241911074,-139.0949967405075,,,,43.44747204955928,0.5763327561024257,-205.83423013027343,,,,51.429331866071095,0.5592198278778764,-254.09000464179326,,,,30.64067268560483,0.7410581661230812,-273.1922064213748,,,,30.131995715484866,11.804121682949901,-179.45457309850315,,,,32.224485945876275,1.1377800459614442,-158.20887732703673,,,,45.91436314578515,0.6331412051902204,-197.37470253783667,,,,50.95490451317715,0.3912632399237544,-219.9998833769813,,,,37.113628539526296,0.429797259381692,-155.88369581180507,,,,38.10324947543951,0.6480062944655156,-132.36067560204154,,,,44.165120294250734,0.2194846211631474,-89.45324799817341,,,,41.09392279983602,0.4335856660235614,-136.4172763456124,,,,34.89623073460921,0.4954072500350124,-199.10558529369072,,,,52.91497901621085,0.3203938204367979,-63.21794010562919,,,,58.086901000109705,0.3718024402463569,81.30524855288746,,,,71.33451573916285,0.5644057263217762,-186.6951091761669,,,,39.392550442667726,0.679829932766684,-265.0627231919238,,,,41.38819571528614,0.5235031277419393,-89.30679580151627,,,,48.80985153068123,3.018950470707916,-93.08136253481072,,,,42.123991045403514,0.6341352045495494,-190.77106908422073,,,,45.687155554825985,0.7127484618973983,-218.5746211206996,,,,34.70150052028736
2017-08-11,0.3771668430083506,124.63730908160115,,,,68.56828560366812,0.6150114555907107,63.13067018081563,,,,61.37984567277861,1.5904800887742283,-168.1948356180503,,,,41.98687032983158,0.4411646841397072,-100.03270625580913,,,,42.29400829709521,0.36665771596651375,-164.5778973856869,,,,40.539969445050254,0.5883318209473012,-226.89933976388312,,,,47.08309843138448,0.5643202786772054,-229.54828020854757,,,,28.774630847136656,0.754043747252613,-227.09771222867576,,,,28.06530025727236,11.364628271971167,-151.6950493951743,,,,31.20954789060114,1.135858366316946,-146.1483870313036,,,,50.35690070853165,0.6447804240896261,-223.30728008124615,,,,45.921523504464616,0.40903127118908383,-201.83172489361752,,,,41.05694765767948,0.41652733294680494,-163.71179259407083,,,,36.72663238804628,0.637475625414973,-164.84148287959144,,,,40.47125972972178,0.22254893707039458,-147.9614098805712,,,,38.642046839105205,0.4287170110990299,-137.03148991521257,,,,35.810162820534224,0.49906299893730127,-146.47969387532967,,,,57.77665218853787,0.32060177826161385,-94.82782055263732,,,,58.79853423606629,0.37621989251194393,46.076684317373044,,,,64.90888846184325,0.5641045755298314,-169.1883518582942,,,,42.475768837469715,0.6901532305487876,-194.170233209813,,,,46.67188457491171,0.5269773910941777,-124.20953926423553,,,,45.911949476744404,2.9190494626217527,-98.11723930727352,,,,42.79334497089786,0.6219361340035602,-200.44290481157404,,,,48.304094357228394,0.7085444658397159,-148.88395244895318,,,,40.60862025527059
2017-08-14,0.37965061669932426,41.63316427097494,,,,61.12121415757715,0.6148327752002957,13.555511968488812,,,,54.37660115451322,1.5682647730650316,-104.38962743708511,,,,46.8763086817212,0.44996878251108896,35.04463787863042,,,,50.66979903194563,0.3613559445529006,-143.46791054910423,,,,38.85959228766337,0.6279113589300932,-65.22060550035474,,,,58.97251452208621,0.5842828265975911,-104.2199419604438,,,,40.98222020297925,0.7794119809106569,-107.17007814758338,,,,41.20289609163015,10.917463264229427,-128.1819140239329,,,,30.351668533423464,1.1744200349532778,31.451809512582287,,,,58.30151517103275,0.6893501370037406,-74.2245490518943,,,,57.940265300894,0.41665952770912085,-12.592739506475937,,,,49.027752636146204,0.4248620370526452,-92.23524941219627,,,,44.96282521895534,0.6293733391537107,-145.25920123607284,,,,38.88674908084193,0.23314966140189095,-37.1853140565684,,,,49.643761910180814,0.44964540543708187,12.27042087023055,,,,49.39346497483952,0.5300582076288004,93.7105539198883,,,,66.47525119605861,0.3226672763377314,80.73821536902605,,,,63.32521658404345,0.36999749193434944,66.79857083866928,,,,67.9233743904153,0.5671027567123048,-73.28342553840626,,,,49.18201432798415,0.7044785793733439,-61.223031072383854,,,,53.01816621772676,0.5117472368845062,-113.00602664543104,,,,44.791325406976746,2.868371514184985,-92.51769047201961,,,,40.04968894462238,0.6079606645086147,-132.95520891002877,,,,48.411207117668354,0.7293272725791707,-64.34785966015384,,,,47.60840341844006
